,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude
8244,216.0,07/02/2015 12:00:00 AM,South Shore,49.7,29.1,38.0,41.7689,-87.5636
8248,3887.0,07/10/2017 12:00:00 AM,Foster,8.0,22.0,13.3,41.9785,-87.6515
8252,132.0,07/14/2015 12:00:00 AM,South Shore,163.0,192.9,177.0,41.7689,-87.5636
8254,3049.0,06/19/2017 12:00:00 AM,57th Street,404.0,191.0,277.8,41.7911,-87.5797
8271,3829.0,07/08/2017 12:00:00 AM,South Shore,1257.0,1682.0,1454.1,41.7689,-87.5636
8272,4535.0,07/28/2017 12:00:00 AM,Leone,811.0,738.0,773.6,42.0131,-87.6635
8288,8098.0,07/16/2018 12:00:00 AM,Osterman,184.0,284.0,228.6,41.9877,-87.6545
8290,4140.0,07/15/2017 12:00:00 AM,Ohio Street,69.0,144.0,99.7,41.8935,-87.6152
8297,9045.0,08/07/2018 12:00:00 AM,Rainbow,244.0,95.0,152.2,41.758,-87.551
8300,4446.0,07/25/2017 12:00:00 AM,Margaret T Burroughs (31st),724.0,259.0,433.0,41.8393,-87.6072
8301,10595.0,06/02/2019 11:45:00 AM,Montrose,120.0,86.0,101.6,41.9655,-87.6385
8302,2482.0,06/03/2017 12:12:00 PM,Margaret T Burroughs (31st),369.0,70.0,160.7,41.8393,-87.6072
8304,8968.0,08/05/2018 12:00:00 AM,12th Street,137.0,79.0,104.0,41.8638,-87.6083
8306,7666.0,07/06/2018 12:29:00 PM,63rd Street,1319.0,1389.0,1353.5,41.7827,-87.5748
8317,105.0,05/26/2015 12:00:00 AM,63rd Street,241.4,70.0,130.0,41.7827,-87.5748
8323,8029.0,07/14/2018 12:00:00 AM,North Avenue,393.0,320.0,354.6,41.9148,-87.6273
8325,6928.0,06/20/2018 11:32:00 AM,Oakwood,129.0,197.0,159.4,41.8211,-87.5976
8328,3110.0,06/20/2017 12:00:00 AM,Hartigan (Albion),122.0,79.0,98.2,42.0027,-87.6564
8329,7808.0,07/10/2018 12:00:00 AM,Margaret T Burroughs (31st),25.0,106.0,51.5,41.8393,-87.6072
8333,684.0,06/09/2016 11:34:00 AM,12th Street,43.0,82.0,59.4,41.8638,-87.6083
8334,7791.0,07/09/2018 12:00:00 AM,Hartigan (Albion),337.0,117.0,198.6,42.0027,-87.6564
8336,7165.0,06/25/2018 11:44:00 AM,Calumet,866.0,1957.0,1301.8,41.7142,-87.5299
8344,4345.0,07/21/2017 12:00:00 AM,63rd Street,434.0,2300.0,999.1,41.7827,-87.5748
8348,5297.0,08/21/2017 12:00:00 AM,Howard,389.0,983.0,618.4,42.0188,-87.6663
8351,7505.0,07/03/2018 12:00:00 AM,Margaret T Burroughs (31st),902.0,2167.0,1398.1,41.8393,-87.6072
8353,9594.0,08/20/2018 12:00:00 AM,Calumet,136.0,24.0,57.1,41.7142,-87.5299
8359,9048.0,08/07/2018 12:00:00 AM,12th Street,104.0,197.0,143.1,41.8638,-87.6083
8360,1808.0,08/12/2016 12:50:00 PM,Rainbow,62.0,96.0,77.1,41.758,-87.551
8361,8030.0,07/14/2018 12:00:00 AM,Osterman,182.0,146.0,163.0,41.9877,-87.6545
8365,10526.0,05/30/2019 12:36:00 PM,57th Street,16.0,19.0,17.4,41.7911,-87.5797
8371,4148.0,07/15/2017 12:00:00 AM,Oakwood,7.0,6.0,6.5,41.8211,-87.5976
8374,2928.0,06/14/2017 12:00:00 AM,Osterman,1521.0,194.0,543.2,41.9877,-87.6545
8377,3112.0,06/20/2017 12:00:00 AM,Rogers,55.0,30.0,40.6,42.0213,-87.6666
8379,2943.0,06/15/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),4.0,13.0,7.2,42.0161,-87.6647
8382,6887.0,06/19/2018 12:00:00 AM,57th Street,546.0,419.0,478.3,41.7911,-87.5797
8383,4727.0,08/03/2017 12:00:00 AM,Osterman,1756.0,1489.0,1617.0,41.9877,-87.6545
8390,2909.0,06/15/2017 12:00:00 AM,57th Street,6.0,148.0,29.8,41.7911,-87.5797
8391,6572.0,06/12/2018 12:10:00 PM,Humboldt,27.0,44.0,34.5,41.90643,-87.703717
8397,9117.0,08/09/2018 12:00:00 AM,Osterman,241.0,375.0,300.6,41.9877,-87.6545
8398,4067.0,07/13/2017 12:00:00 AM,12th Street,242.0,19.0,67.8,41.8638,-87.6083
8406,4888.0,08/08/2017 12:00:00 AM,63rd Street,52.0,152.0,88.9,41.7827,-87.5748
8407,3062.0,06/19/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),120.0,54.0,80.5,42.0161,-87.6647
8411,5229.0,08/17/2017 12:00:00 AM,57th Street,344.0,65.0,149.5,41.7911,-87.5797
8415,8529.0,07/26/2018 11:30:00 AM,Oak Street,650.0,418.0,521.2,41.9032,-87.6235
8418,1513.0,08/04/2016 12:51:00 PM,12th Street,71.0,124.0,93.8,41.8638,-87.6083
8424,4266.0,07/19/2017 12:00:00 AM,63rd Street,3671.0,1731.0,2520.8,41.7827,-87.5748
8426,5745.0,08/31/2017 12:00:00 AM,Rainbow,9772.0,3975.0,6232.5,41.758,-87.551
8430,3247.0,06/24/2017 12:00:00 AM,Oakwood,70.0,157.0,104.8,41.8211,-87.5976
8431,5518.0,08/25/2017 12:00:00 AM,Leone,886.0,913.0,899.4,42.0131,-87.6635
8433,5560.0,08/27/2017 12:00:00 AM,Hartigan (Albion),759.0,454.0,587.0,42.0027,-87.6564
8436,10411.0,05/27/2019 11:46:00 AM,Hartigan (Albion),147.0,47.0,83.1,42.0027,-87.6564
8438,8132.0,07/17/2018 11:31:00 AM,Hartigan (Albion),1512.0,1786.0,1643.3,42.0027,-87.6564
8443,9890.0,08/25/2018 11:51:00 AM,Humboldt,5.0,5.0,5.0,41.90643,-87.703717
8446,8971.0,08/05/2018 12:00:00 AM,Leone,114.0,30.0,58.5,42.0131,-87.6635
8451,10449.0,05/28/2019 12:10:00 PM,57th Street,18.0,77.0,37.2,41.7911,-87.5797
8458,6167.0,06/01/2018 12:00:00 AM,Margaret T Burroughs (31st),293.0,378.0,332.8,41.8393,-87.6072
8472,4980.0,08/11/2017 12:00:00 AM,Hartigan (Albion),49.0,109.0,73.1,42.0027,-87.6564
8477,7430.0,07/01/2018 12:00:00 AM,Oakwood,21.0,13.0,16.5,41.8211,-87.5976
8478,4455.0,07/27/2017 12:00:00 AM,57th Street,1014.0,386.0,625.6,41.7911,-87.5797
8481,542.0,06/01/2016 12:48:00 PM,Montrose,2065.0,65.0,366.4,41.9655,-87.6385
8482,5368.0,08/22/2017 12:00:00 AM,Foster,369.0,162.0,244.5,41.9785,-87.6515
8483,3966.0,07/11/2017 12:00:00 AM,North Avenue,780.0,230.0,423.6,41.9148,-87.6273
8484,1518.0,08/05/2016 12:36:00 PM,South Shore,24.0,29.0,26.4,41.7689,-87.5636
8486,7118.0,06/24/2018 12:00:00 AM,63rd Street,2269.0,1034.0,1531.7,41.7827,-87.5748
8487,6159.0,06/01/2018 12:00:00 AM,Oak Street,4.0,71.0,16.9,41.9032,-87.6235
8488,2326.0,05/27/2017 12:00:00 AM,Rogers,67.0,70.0,68.5,42.0213,-87.6666
8494,5241.0,08/18/2017 12:00:00 AM,57th Street,79.0,649.0,226.4,41.7911,-87.5797
8496,8496.0,07/25/2018 12:26:00 PM,Montrose,124.0,290.0,189.6,41.9655,-87.6385
8501,7725.0,07/07/2018 12:00:00 AM,Rainbow,785.0,1008.0,889.5,41.758,-87.551
8502,174.0,08/18/2015 12:00:00 AM,Montrose,89.4,3735.6,578.0,41.9655,-87.6385
8503,6052.0,05/29/2018 12:08:00 PM,Humboldt,703.0,693.0,698.0,41.90643,-87.703717
8509,2956.0,06/16/2017 12:00:00 AM,North Avenue,10.0,9.0,9.5,41.9148,-87.6273
8519,10565.0,06/01/2019 12:00:00 PM,Oak Street,18.0,24.0,20.8,41.9032,-87.6235
8521,6735.0,06/15/2018 12:00:00 AM,Rogers,222.0,186.0,203.2,42.0213,-87.6666
8528,5506.0,08/25/2017 12:00:00 AM,South Shore,267.0,31.0,91.0,41.7689,-87.5636
8531,5027.0,08/11/2017 12:00:00 AM,Humboldt,5641.0,6030.0,5832.3,41.90643,-87.703717
8534,8495.0,07/25/2018 12:26:00 PM,North Avenue,3.0,11.0,5.7,41.9148,-87.6273
8536,4376.0,07/23/2017 12:00:00 AM,Rainbow,1727.0,95.0,405.0,41.758,-87.551
8537,5606.0,08/28/2017 12:00:00 AM,Hartigan (Albion),777.0,745.0,760.8,42.0027,-87.6564
8539,3119.0,06/22/2017 12:00:00 AM,Margaret T Burroughs (31st),180.0,448.0,284.0,41.8393,-87.6072
8542,4531.0,07/28/2017 12:00:00 AM,Ohio Street,1787.0,314.0,749.1,41.8935,-87.6152
8548,7231.0,06/26/2018 12:00:00 AM,Margaret T Burroughs (31st),42.0,52.0,46.7,41.8393,-87.6072
8570,4936.0,08/09/2017 12:00:00 AM,North Avenue,172.0,230.0,198.9,41.9148,-87.6273
8582,2552.0,06/05/2017 12:00:00 AM,Howard,6.0,2.0,3.5,42.0188,-87.6663
8583,8500.0,07/25/2018 12:26:00 PM,Leone,664.0,599.0,630.7,42.0131,-87.6635
8587,10563.0,06/01/2019 12:00:00 PM,12th Street,12.0,41.0,22.2,41.8638,-87.6083
8592,7243.0,06/26/2018 12:00:00 AM,Howard,348.0,72.0,158.3,42.0188,-87.6663
8593,4188.0,07/16/2017 12:00:00 AM,12th Street,4543.0,274.0,1115.7,41.8638,-87.6083
8600,9528.0,08/18/2018 12:00:00 AM,12th Street,92.0,119.0,104.6,41.8638,-87.6083
8606,7649.0,07/05/2018 12:00:00 AM,Oak Street,23.0,14.0,17.9,41.9032,-87.6235
8613,3840.0,07/08/2017 12:00:00 AM,Foster,181.0,232.0,204.9,41.9785,-87.6515
8615,2315.0,05/27/2017 12:00:00 AM,Humboldt,2602.0,1531.0,1995.9,41.90643,-87.703717
8619,1232.0,07/16/2016 12:20:00 PM,Ohio Street,34.0,31.0,32.5,41.8935,-87.6152
8620,4935.0,08/09/2017 12:00:00 AM,Humboldt,4257.0,4177.0,4216.8,41.90643,-87.703717
8622,3506.0,06/29/2017 12:00:00 AM,Rainbow,510.0,265.0,367.6,41.758,-87.551
8627,5008.0,08/11/2017 12:00:00 AM,North Avenue,1048.0,241.0,502.6,41.9148,-87.6273
8629,1890.0,08/18/2016 12:56:00 PM,Montrose,2648.0,2554.0,2600.6,41.9655,-87.6385
8633,4051.0,07/13/2017 12:00:00 AM,Oak Street,40.0,5.0,14.1,41.9032,-87.6235
8640,172.0,07/30/2015 12:00:00 AM,Rainbow,89.9,110.7,100.0,41.758,-87.551
8641,2107.0,08/26/2016 12:49:00 PM,Montrose,24.0,44.0,32.5,41.9655,-87.6385
8645,5908.0,09/04/2017 12:00:00 AM,12th Street,102.0,49.0,70.7,41.8638,-87.6083
8647,1888.0,08/17/2016 03:47:00 PM,63rd Street,126.0,58.0,85.5,41.7827,-87.5748
8652,7662.0,07/06/2018 12:29:00 PM,Humboldt,20.0,256.0,71.6,41.90643,-87.703717
8653,5409.0,08/22/2017 12:00:00 AM,Oak Street,282.0,151.0,206.4,41.9032,-87.6235
8656,5149.0,08/15/2017 12:00:00 AM,Montrose,176.0,288.0,225.1,41.9655,-87.6385
8660,4443.0,07/26/2017 12:00:00 AM,Oak Street,343.0,38.0,114.2,41.9032,-87.6235
8667,2565.0,06/05/2017 12:10:00 PM,Rainbow,256.0,211.0,232.4,41.758,-87.551
8675,5965.0,05/25/2018 12:06:00 PM,Rainbow,99.0,58.0,75.8,41.758,-87.551
8681,3527.0,06/29/2017 12:00:00 AM,Montrose,2767.0,2152.0,2440.2,41.9655,-87.6385
8683,4429.0,07/25/2017 12:00:00 AM,Oak Street,33.0,38.0,35.4,41.9032,-87.6235
8688,10271.0,09/03/2018 12:00:00 AM,Foster,133.0,148.0,140.3,41.9785,-87.6515
8694,7072.0,06/22/2018 12:00:00 AM,Humboldt,8187.0,4142.0,5823.3,41.90643,-87.703717
8701,6509.0,06/11/2018 12:00:00 AM,Humboldt,302.0,274.0,287.7,41.90643,-87.703717
8710,7310.0,06/28/2018 12:00:00 AM,Hartigan (Albion),196.0,187.0,191.4,42.0027,-87.6564
8714,5005.0,08/11/2017 12:00:00 AM,Calumet,42.0,233.0,98.9,41.7142,-87.5299
8720,2675.0,06/08/2017 12:00:00 AM,South Shore,72.0,70.0,71.0,41.7689,-87.5636
8727,2392.0,05/31/2017 12:00:00 AM,Humboldt,1085.0,1497.0,1274.5,41.90643,-87.703717
8736,10452.0,05/28/2019 12:12:00 PM,12th Street,7.0,12.0,9.2,41.8638,-87.6083
8737,100.0,08/18/2015 12:00:00 AM,63rd Street,255.3,205.2,229.0,41.7827,-87.5748
8741,2420.0,05/31/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),32.0,8.0,16.0,42.0161,-87.6647
8752,10154.0,08/31/2018 11:55:00 AM,Howard,1094.0,930.0,1008.7,42.0188,-87.6663
8755,2693.0,06/08/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),26.0,74.0,43.9,42.0161,-87.6647
8770,9234.0,08/12/2018 12:00:00 AM,Rainbow,2454.0,7461.0,4278.9,41.758,-87.551
8775,10589.0,06/01/2019 12:06:00 PM,Rogers,85.0,14.0,34.5,42.0213,-87.6666
8776,6693.0,06/14/2018 11:47:00 AM,Howard,16.0,67.0,32.7,42.0188,-87.6663
8778,4372.0,07/22/2017 12:00:00 AM,Hartigan (Albion),135.0,338.0,213.6,42.0027,-87.6564
8779,3687.0,07/04/2017 12:00:00 AM,Hartigan (Albion),1226.0,139.0,412.8,42.0027,-87.6564
8786,3937.0,07/12/2017 12:00:00 AM,North Avenue,707.0,480.0,582.5,41.9148,-87.6273
8790,3507.0,06/29/2017 12:00:00 AM,South Shore,1585.0,1121.0,1333.0,41.7689,-87.5636
8791,5519.0,08/25/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),584.0,530.0,556.3,42.0161,-87.6647
8795,6373.0,06/06/2018 11:37:00 AM,Marion Mahony Griffin (Jarvis),218.0,109.0,154.1,42.0161,-87.6647
8797,178.0,08/19/2015 12:00:00 AM,Calumet,85.4,84.8,85.0,41.7142,-87.5299
8799,7985.0,07/13/2018 12:00:00 AM,Rainbow,171.0,713.0,349.2,41.758,-87.551
8816,2393.0,05/31/2017 12:00:00 AM,Osterman,7.0,282.0,44.4,41.9877,-87.6545
8817,10049.0,08/29/2018 11:32:00 AM,Montrose,5197.0,2373.0,3511.8,41.9655,-87.6385
8819,5328.0,08/20/2017 12:00:00 AM,Rogers,128.0,285.0,191.0,42.0213,-87.6666
8826,7651.0,07/05/2018 12:00:00 AM,North Avenue,26.0,5.0,11.4,41.9148,-87.6273
8833,6418.0,06/08/2018 12:00:00 AM,Foster,97.0,40.0,62.3,41.9785,-87.6515
8841,10092.0,08/30/2018 12:00:00 AM,Humboldt,25551.0,33659.0,29326.1,41.90643,-87.703717
8853,8152.0,07/17/2018 11:31:00 AM,Osterman,1750.0,1617.0,1682.2,41.9877,-87.6545
8854,41.0,06/23/2015 12:00:00 AM,Montrose,632.4,175.1,333.0,41.9655,-87.6385
8855,8644.0,07/30/2018 12:00:00 AM,Howard,95.0,427.0,201.4,42.0188,-87.6663
8856,4616.0,07/31/2017 12:00:00 AM,Ohio Street,256.0,217.0,235.7,41.8935,-87.6152
8858,10089.0,08/30/2018 12:00:00 AM,Oakwood,366.0,390.0,377.8,41.8211,-87.5976
8862,7788.0,07/09/2018 12:00:00 AM,Ohio Street,123.0,730.0,299.6,41.8935,-87.6152
8865,7271.0,06/27/2018 12:00:00 AM,Leone,79.0,105.0,91.1,42.0131,-87.6635
8867,4650.0,08/01/2017 12:00:00 AM,Oakwood,8.0,24.0,13.9,41.8211,-87.5976
8876,3949.0,07/11/2017 12:00:00 AM,Oak Street,26.0,225.0,76.5,41.9032,-87.6235
8879,4406.0,07/24/2017 12:00:00 AM,Rainbow,744.0,385.0,535.2,41.758,-87.551
8880,99.0,06/02/2015 12:00:00 AM,Calumet,257.4,297.8,277.0,41.7142,-87.5299
8884,10108.0,08/30/2018 12:00:00 AM,Foster,154.0,162.0,157.9,41.9785,-87.6515
8885,5313.0,08/20/2017 12:00:00 AM,Leone,80.0,64.0,71.6,42.0131,-87.6635
8890,7406.0,06/30/2018 11:59:00 AM,63rd Street,3837.0,379.0,1205.9,41.7827,-87.5748
8893,590.0,06/05/2016 12:44:00 PM,Calumet,43.0,17.0,27.0,41.7142,-87.5299
8894,7728.0,07/07/2018 12:00:00 AM,Ohio Street,241.0,169.0,201.8,41.8935,-87.6152
8905,6007.0,05/26/2018 12:48:00 PM,Oakwood,57.0,21.0,34.6,41.8211,-87.5976
8918,882.0,06/22/2016 12:05:00 PM,Montrose,974.0,88.0,292.8,41.9655,-87.6385
8923,8233.0,07/19/2018 12:00:00 AM,Leone,520.0,343.0,422.3,42.0131,-87.6635
8933,8957.0,08/05/2018 12:00:00 AM,Humboldt,178.0,97.0,131.4,41.90643,-87.703717
8936,3406.0,06/27/2017 12:00:00 AM,63rd Street,457.0,138.0,251.1,41.7827,-87.5748
8939,7549.0,07/03/2018 12:00:00 AM,Howard,500.0,254.0,356.4,42.0188,-87.6663
8942,8692.0,07/30/2018 12:00:00 AM,Hartigan (Albion),421.0,141.0,243.6,42.0027,-87.6564
8945,5281.0,08/20/2017 12:00:00 AM,Oakwood,22.0,95.0,45.7,41.8211,-87.5976
8949,846.0,06/19/2016 12:28:00 PM,Calumet,30.0,20.0,24.5,41.7142,-87.5299
8952,5043.0,08/13/2017 12:00:00 AM,North Avenue,15.0,15.0,15.0,41.9148,-87.6273
8959,9046.0,08/07/2018 12:00:00 AM,63rd Street,80.0,148.0,108.8,41.7827,-87.5748
8963,8643.0,07/30/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),327.0,148.0,220.0,42.0161,-87.6647
8966,7527.0,07/03/2018 12:00:00 AM,Foster,277.0,117.0,180.0,41.9785,-87.6515
8967,3517.0,06/29/2017 12:00:00 AM,Leone,1740.0,370.0,802.4,42.0131,-87.6635
8969,5976.0,05/28/2018 11:47:00 AM,Rainbow,72.0,118.0,92.2,41.758,-87.551
8970,167.0,06/17/2015 12:00:00 AM,Montrose,102.1,44.5,67.0,41.9655,-87.6385
8978,946.0,06/24/2016 11:43:00 AM,Rainbow,469.0,403.0,434.7,41.758,-87.551
8979,6273.0,06/04/2018 12:03:00 PM,Humboldt,8458.0,16583.0,11843.1,41.90643,-87.703717
8985,2453.0,06/02/2017 12:00:00 AM,South Shore,974.0,60.0,241.7,41.7689,-87.5636
8986,3822.0,07/09/2017 12:00:00 AM,Howard,247.0,247.0,247.0,42.0188,-87.6663
8991,5315.0,08/21/2017 12:00:00 AM,South Shore,137.0,212.0,170.4,41.7689,-87.5636
8993,1708.0,08/11/2016 12:37:00 PM,Rainbow,20.0,15.0,17.3,41.758,-87.551
8999,8385.0,07/23/2018 12:00:00 AM,Rainbow,133.0,210.0,167.1,41.758,-87.551
9007,3232.0,06/24/2017 12:00:00 AM,Hartigan (Albion),81.0,187.0,123.1,42.0027,-87.6564
9011,9220.0,08/10/2018 12:00:00 AM,Hartigan (Albion),587.0,966.0,753.0,42.0027,-87.6564
9012,1423.0,07/23/2016 12:24:00 PM,Rainbow,11.0,2014.0,148.8,41.758,-87.551
9013,2105.0,08/26/2016 12:48:00 PM,Calumet,252.0,181.0,213.6,41.7142,-87.5299
9022,3739.0,07/05/2017 12:00:00 AM,Rogers,693.0,612.0,651.2,42.0213,-87.6666
9027,3228.0,06/24/2017 12:00:00 AM,12th Street,11.0,42.0,21.5,41.8638,-87.6083
9029,3311.0,06/26/2017 12:00:00 AM,Montrose,1322.0,724.0,978.3,41.9655,-87.6385
9031,3841.0,07/08/2017 12:00:00 AM,Osterman,457.0,366.0,409.0,41.9877,-87.6545
9033,6366.0,06/06/2018 11:37:00 AM,63rd Street,310.0,75.0,152.5,41.7827,-87.5748
9038,2454.0,06/02/2017 12:00:00 AM,57th Street,43.0,269.0,107.5,41.7911,-87.5797
9043,8105.0,07/16/2018 12:00:00 AM,63rd Street,35293.0,967.0,5841.9,41.7827,-87.5748
9045,6808.0,06/17/2018 12:00:00 AM,63rd Street,8407.0,688.0,2405.0,41.7827,-87.5748
9047,8026.0,07/14/2018 12:00:00 AM,57th Street,31.0,98.0,55.1,41.7911,-87.5797
9071,2806.0,06/11/2017 12:00:00 AM,South Shore,252.0,277.0,264.2,41.7689,-87.5636
9072,5435.0,08/24/2017 12:00:00 AM,Rainbow,207.0,214.0,210.5,41.758,-87.551
9076,10106.0,08/30/2018 12:00:00 AM,12th Street,197.0,178.0,187.3,41.8638,-87.6083
9081,4461.0,07/28/2017 12:00:00 AM,57th Street,172.0,250.0,207.4,41.7911,-87.5797
9082,93.0,08/05/2015 12:00:00 AM,Montrose,274.3,345.3,308.0,41.9655,-87.6385
9085,2634.0,06/07/2017 12:00:00 AM,South Shore,214.0,145.0,176.2,41.7689,-87.5636
9087,4369.0,07/22/2017 12:00:00 AM,Oak Street,762.0,403.0,554.2,41.9032,-87.6235
9088,7309.0,06/28/2018 12:00:00 AM,Foster,48.0,46.0,47.0,41.9785,-87.6515
9090,1707.0,08/11/2016 12:37:00 PM,Ohio Street,161.0,30.0,69.5,41.8935,-87.6152
9092,7913.0,07/12/2018 11:47:00 AM,Osterman,530.0,154.0,285.7,41.9877,-87.6545
9096,2056.0,08/25/2016 01:03:00 PM,South Shore,9.0,18.0,12.7,41.7689,-87.5636
9101,1034.0,07/03/2016 12:19:00 PM,12th Street,21.0,13.0,16.5,41.8638,-87.6083
9103,8253.0,07/19/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),287.0,493.0,376.2,42.0161,-87.6647
9108,10253.0,09/02/2018 11:55:00 AM,Marion Mahony Griffin (Jarvis),1007.0,233.0,484.4,42.0161,-87.6647
9112,4652.0,08/01/2017 12:00:00 AM,12th Street,6.0,190.0,33.8,41.8638,-87.6083
9115,7849.0,07/10/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),23.0,29.0,25.8,42.0161,-87.6647
9122,9748.0,08/22/2018 12:08:00 PM,Leone,639.0,2470.0,1256.3,42.0131,-87.6635
9123,6987.0,06/21/2018 12:00:00 AM,Margaret T Burroughs (31st),914.0,760.0,833.5,41.8393,-87.6072
9124,8866.0,08/02/2018 12:00:00 AM,63rd Street,8113.0,7034.0,7554.3,41.7827,-87.5748
9133,5869.0,09/02/2017 12:00:00 AM,Ohio Street,16.0,51.0,28.6,41.8935,-87.6152
9134,1846.0,08/14/2016 01:08:00 PM,North Avenue,111.0,16.0,42.1,41.9148,-87.6273
9139,4411.0,07/24/2017 12:00:00 AM,Margaret T Burroughs (31st),6422.0,8049.0,7189.6,41.8393,-87.6072
9142,5471.0,08/24/2017 12:00:00 AM,Humboldt,3.0,9.0,5.2,41.90643,-87.703717
9153,3207.0,06/23/2017 12:00:00 AM,Margaret T Burroughs (31st),535.0,1827.0,988.7,41.8393,-87.6072
9155,5740.0,09/02/2017 12:00:00 AM,Osterman,293.0,163.0,218.5,41.9877,-87.6545
9157,7149.0,06/24/2018 12:00:00 AM,Osterman,1339.0,257.0,586.6,41.9877,-87.6545
9160,10325.0,05/26/2019 11:32:00 AM,Calumet,16.0,44.0,26.5,41.7142,-87.5299
9165,9828.0,08/24/2018 12:00:00 AM,Oakwood,85.0,83.0,84.0,41.8211,-87.5976
9166,1104.0,07/06/2016 12:31:00 PM,63rd Street,256.0,71.0,134.8,41.7827,-87.5748
9167,8315.0,07/21/2018 12:00:00 AM,57th Street,4490.0,4196.0,4340.5,41.7911,-87.5797
9176,5980.0,05/28/2018 11:47:00 AM,Oak Street,13.0,78.0,31.8,41.9032,-87.6235
9178,5272.0,08/19/2017 12:00:00 AM,Margaret T Burroughs (31st),203.0,94.0,138.1,41.8393,-87.6072
9179,5145.0,08/15/2017 12:00:00 AM,12th Street,40.0,11.0,21.0,41.8638,-87.6083
9181,617.0,06/08/2016 11:30:00 AM,Ohio Street,51.0,21.0,32.7,41.8935,-87.6152
9182,1008.0,06/30/2016 11:56:00 AM,63rd Street,455.0,157.0,267.3,41.7827,-87.5748
9184,4142.0,07/15/2017 12:00:00 AM,Montrose,98.0,67.0,81.0,41.9655,-87.6385
9186,7368.0,06/29/2018 12:00:00 AM,12th Street,770.0,632.0,697.6,41.8638,-87.6083
9187,131.0,07/14/2015 12:00:00 AM,Montrose,167.3,524.8,296.0,41.9655,-87.6385
9189,7455.0,07/02/2018 12:00:00 AM,Humboldt,7198.0,2793.0,4483.7,41.90643,-87.703717
9191,215.0,07/01/2015 12:00:00 AM,South Shore,51.6,139.6,85.0,41.7689,-87.5636
9197,201.0,08/04/2015 12:00:00 AM,Rainbow,62.1,213.3,115.0,41.758,-87.551
9198,87.0,06/10/2015 12:00:00 AM,Rainbow,287.1,4186.6,1096.0,41.758,-87.551
9201,3600.0,07/01/2017 12:00:00 AM,Hartigan (Albion),146.0,295.0,207.5,42.0027,-87.6564
9203,43.0,07/07/2015 12:00:00 AM,Rainbow,602.8,608.3,606.0,41.758,-87.551
9209,10453.0,05/28/2019 12:12:00 PM,Ohio Street,646.0,32.0,143.8,41.8935,-87.6152
9213,3837.0,07/08/2017 12:00:00 AM,Humboldt,365.0,1718.0,791.9,41.90643,-87.703717
9215,9031.0,08/07/2018 12:00:00 AM,Montrose,151.0,870.0,362.4,41.9655,-87.6385
9218,5453.0,08/23/2017 12:00:00 AM,Howard,488.0,521.0,504.2,42.0188,-87.6663
9219,9646.0,08/21/2018 12:00:00 PM,63rd Street,156.0,152.0,154.0,41.7827,-87.5748
9222,6030.0,05/28/2018 11:47:00 AM,Montrose,103.0,17.0,41.8,41.9655,-87.6385
9224,5739.0,09/02/2017 12:00:00 AM,Montrose,468.0,645.0,549.4,41.9655,-87.6385
9225,3865.0,07/10/2017 12:00:00 AM,Calumet,4.0,23.0,9.6,41.7142,-87.5299
9228,7349.0,06/29/2018 12:00:00 AM,Ohio Street,4626.0,8155.0,6142.1,41.8935,-87.6152
9231,7080.0,06/22/2018 12:00:00 AM,Howard,14.0,435.0,78.0,42.0188,-87.6663
9234,5912.0,09/04/2017 12:00:00 AM,Leone,111.0,118.0,114.4,42.0131,-87.6635
9236,9169.0,08/09/2018 12:00:00 AM,Oak Street,9.0,9.0,9.0,41.9032,-87.6235
9240,2415.0,05/31/2017 12:00:00 AM,12th Street,37.0,26.0,31.0,41.8638,-87.6083
9242,1931.0,08/19/2016 12:55:00 PM,South Shore,68.0,38.0,50.8,41.7689,-87.5636
9247,3251.0,06/24/2017 12:00:00 AM,Montrose,867.0,854.0,860.5,41.9655,-87.6385
9251,2.0,06/11/2015 12:00:00 AM,Calumet,4509.7,3294.1,3854.0,41.7142,-87.5299
9252,7632.0,07/05/2018 12:00:00 AM,Leone,12.0,57.0,26.2,42.0131,-87.6635
9254,7357.0,06/29/2018 12:00:00 AM,Rogers,141.0,267.0,194.0,42.0213,-87.6666
9257,9249.0,08/11/2018 12:00:00 AM,Humboldt,26.0,13.0,18.4,41.90643,-87.703717
9258,7548.0,07/03/2018 12:00:00 AM,Leone,232.0,207.0,219.1,42.0131,-87.6635
9271,8714.0,07/31/2018 11:12:00 AM,Humboldt,654.0,1262.0,908.5,41.90643,-87.703717
9272,1401.0,07/23/2016 12:23:00 PM,Calumet,32.0,9.0,17.0,41.7142,-87.5299
9276,3766.0,07/06/2017 12:00:00 AM,Ohio Street,13.0,54.0,26.5,41.8935,-87.6152
9277,4716.0,08/03/2017 12:00:00 AM,North Avenue,564.0,476.0,518.1,41.9148,-87.6273
