,Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Latitude,Longitude,Sample Date,Sample Time
12108,93237.0,2014-08-20 00:00:00,Osterman,148.0,69.0,101.1,41.9877,-87.6545,2014-08-20,00:00:00
12109,103797.0,2006-06-21 00:00:00,Montrose,365.4,307.6,335.3,41.9655,-87.6385,2006-06-21,00:00:00
12110,110023.0,2012-07-11 00:00:00,Calumet,38.9,51.2,44.6,41.7142,-87.5299,2012-07-11,00:00:00
12111,101649.0,2007-08-27 00:00:00,South Shore,40.2,12.1,22.1,41.7689,-87.5636,2007-08-27,00:00:00
12112,87343.0,2015-06-23 00:00:00,Oak Street,28.0,59.0,40.6,41.9032,-87.6235,2015-06-23,00:00:00
12113,108182.0,2015-06-17 00:00:00,63rd Street,6.0,3.0,4.2,41.7827,-87.5748,2015-06-17,00:00:00
12114,96511.0,2011-07-13 00:00:00,12th Street,727.0,113.7,287.5,41.8638,-87.6083,2011-07-13,00:00:00
12115,96538.0,2011-07-14 00:00:00,Montrose Dog,14.5,14.6,14.5,41.96869,-87.642617,2011-07-14,00:00:00
12116,113859.0,2016-08-16 10:20:00,Rogers,38.0,36.0,37.0,42.0213,-87.6666,2016-08-16,10:20:00
12117,103800.0,2006-06-21 00:00:00,Lane,770.1,344.8,515.3,41.9877,-87.6545,2006-06-21,00:00:00
12118,90829.0,2010-09-01 00:00:00,Rainbow,111.9,155.3,131.8,41.758,-87.551,2010-09-01,00:00:00
12119,110915.0,2012-06-01 00:00:00,Osterman,235.9,117.8,166.7,41.9877,-87.6545,2012-06-01,00:00:00
12120,91365.0,2009-07-30 00:00:00,Juneway,3.1,6.3,4.4,42.0224,-87.6674,2009-07-30,00:00:00
12121,97923.0,2006-07-07 00:00:00,Rogers,2419.6,2419.6,2419.6,42.0213,-87.6666,2006-07-07,00:00:00
12122,109086.0,2013-06-04 00:00:00,South Shore,32.0,54.0,41.6,41.7689,-87.5636,2013-06-04,00:00:00
12123,90774.0,2010-07-15 00:00:00,63rd Street,410.6,1986.3,903.1,41.7827,-87.5748,2010-07-15,00:00:00
12124,96723.0,2011-07-22 00:00:00,Juneway,69.7,98.5,82.9,42.0224,-87.6674,2011-07-22,00:00:00
12125,107164.0,2014-06-02 00:00:00,12th Street,49.0,32.0,39.6,41.8638,-87.6083,2014-06-02,00:00:00
12127,97485.0,2011-08-30 00:00:00,Leone,24.6,25.3,24.9,42.0131,-87.6635,2011-08-30,00:00:00
12129,108372.0,2014-06-09 00:00:00,12th Street,8.0,6.0,6.9,41.8638,-87.6083,2014-06-09,00:00:00
12130,98383.0,2006-08-18 00:00:00,Juneway,18.5,12.1,15.0,42.0224,-87.6674,2006-08-18,00:00:00
12133,100147.0,2008-07-21 00:00:00,Howard,31.3,14.6,21.4,42.0188,-87.6663,2008-07-21,00:00:00
12134,99634.0,2008-05-28 00:00:00,12th Street,52.9,54.6,53.7,41.8638,-87.6083,2008-05-28,00:00:00
12135,96213.0,2011-08-09 00:00:00,Leone,3.0,4.1,3.5,42.0131,-87.6635,2011-08-09,00:00:00
12136,101777.0,2008-08-13 00:00:00,Calumet,198.9,307.6,247.3,41.7142,-87.5299,2008-08-13,00:00:00
12137,90803.0,2010-08-30 00:00:00,Leone,37.9,93.3,59.5,42.0131,-87.6635,2010-08-30,00:00:00
12138,96072.0,2011-08-03 00:00:00,Ohio Street,23.1,32.3,27.3,41.8935,-87.6152,2011-08-03,00:00:00
12139,92253.0,2009-09-02 00:00:00,North Avenue,13.2,13.5,13.3,41.9148,-87.6273,2009-09-02,00:00:00
12140,101833.0,2008-08-15 00:00:00,Osterman,65.7,72.8,69.2,41.9877,-87.6545,2008-08-15,00:00:00
12141,104954.0,2013-06-18 00:00:00,Foster,34.0,39.0,36.4,41.9785,-87.6515,2013-06-18,00:00:00
12142,99274.0,2007-07-10 00:00:00,Loyola,79.4,76.4,77.9,42.0131,-87.6635,2007-07-10,00:00:00
12143,99694.0,2008-05-30 00:00:00,Juneway,21.1,24.6,22.8,42.0224,-87.6674,2008-05-30,00:00:00
12144,103994.0,2007-07-06 00:00:00,12th Street,66.3,67.6,66.9,41.8638,-87.6083,2007-07-06,00:00:00
12145,98298.0,2006-07-21 00:00:00,Foster,261.3,290.9,275.7,41.9785,-87.6515,2006-07-21,00:00:00
12146,89623.0,2010-08-11 00:00:00,Osterman,67.6,88.6,77.4,41.9877,-87.6545,2010-08-11,00:00:00
12147,111744.0,2014-05-29 00:00:00,Foster,26.0,19.0,22.2,41.9785,-87.6515,2014-05-29,00:00:00
12148,104082.0,2006-06-08 00:00:00,Leone,1.0,1.0,1.0,42.0131,-87.6635,2006-06-08,00:00:00
12149,93609.0,2014-08-27 00:00:00,Juneway,27.0,26.0,26.5,42.0224,-87.6674,2014-08-27,00:00:00
12150,97034.0,2011-08-26 00:00:00,Howard,14.6,5.2,8.7,42.0188,-87.6663,2011-08-26,00:00:00
12151,109110.0,2013-06-05 00:00:00,57th Street,1.0,1.0,1.0,41.7911,-87.5797,2013-06-05,00:00:00
12152,89928.0,2010-08-26 00:00:00,Rogers,37.9,35.5,36.7,42.0213,-87.6666,2010-08-26,00:00:00
12153,108590.0,2012-07-05 00:00:00,12th Street,12.1,8.5,10.1,41.8638,-87.6083,2012-07-05,00:00:00
12154,111915.0,2012-08-28 00:00:00,Calumet,23.1,13.1,17.4,41.7142,-87.5299,2012-08-28,00:00:00
12155,93612.0,2014-08-28 00:00:00,South Shore,108.0,196.0,145.5,41.7689,-87.5636,2014-08-28,00:00:00
12156,113363.0,2016-07-15 07:25:00,Oak Street,19.0,9.0,13.1,41.9032,-87.6235,2016-07-15,07:25:00
12157,111514.0,2012-06-12 00:00:00,57th Street,435.2,613.1,516.5,41.7911,-87.5797,2012-06-12,00:00:00
12158,100129.0,2008-07-15 00:00:00,North Shore,21.8,14.8,18.0,42.0027,-87.6564,2008-07-15,00:00:00
12160,100038.0,2008-07-11 00:00:00,Osterman,461.1,217.8,316.9,41.9877,-87.6545,2008-07-11,00:00:00
12161,93241.0,2014-08-20 00:00:00,Howard,10.0,7.0,8.4,42.0188,-87.6663,2014-08-20,00:00:00
12162,98498.0,2007-06-21 00:00:00,Loyola,2.0,1.0,1.4,42.0131,-87.6635,2007-06-21,00:00:00
12163,97125.0,2012-07-27 00:00:00,Foster,160.7,166.4,163.5,41.9785,-87.6515,2012-07-27,00:00:00
12164,97017.0,2011-08-26 00:00:00,South Shore,27.5,36.9,31.9,41.7689,-87.5636,2011-08-26,00:00:00
12165,109779.0,2011-08-19 00:00:00,63rd Street,113.7,48.1,74.0,41.7827,-87.5748,2011-08-19,00:00:00
12167,93905.0,2014-09-05 00:00:00,Ohio Street,16.0,35.0,23.7,41.8935,-87.6152,2014-09-05,00:00:00
12168,101077.0,2008-06-20 00:00:00,Juneway,12.8,3.1,6.3,42.0224,-87.6674,2008-06-20,00:00:00
12169,107461.0,2012-07-23 00:00:00,Montrose Dog,488.4,866.4,650.5,41.96869,-87.642617,2012-07-23,00:00:00
12170,92853.0,2015-06-30 00:00:00,Juneway,3.0,1.0,1.7,42.0224,-87.6674,2015-06-30,00:00:00
12173,90317.0,2011-06-30 00:00:00,Oak Street,72.8,30.9,47.4,41.9032,-87.6235,2011-06-30,00:00:00
12174,109427.0,2013-08-21 00:00:00,Rogers,4.0,3.0,3.5,42.0213,-87.6666,2013-08-21,00:00:00
12175,103749.0,2006-06-19 00:00:00,Montrose,18.7,12.1,15.0,41.9655,-87.6385,2006-06-19,00:00:00
12176,102370.0,2008-07-09 00:00:00,Calumet,74.9,45.5,58.4,41.7142,-87.5299,2008-07-09,00:00:00
12177,112819.0,2016-06-09 06:50:00,Rainbow,36.0,40.0,37.9,41.758,-87.551,2016-06-09,06:50:00
12178,96203.0,2011-08-09 00:00:00,12th Street,16.0,35.5,23.8,41.8638,-87.6083,2011-08-09,00:00:00
12179,105826.0,2012-06-15 00:00:00,Leone,3.1,9.8,5.5,42.0131,-87.6635,2012-06-15,00:00:00
12180,103652.0,2006-06-05 00:00:00,Calumet,1.0,1.0,1.0,41.7142,-87.5299,2006-06-05,00:00:00
12181,96562.0,2011-07-15 00:00:00,Foster,50.4,36.9,43.1,41.9785,-87.6515,2011-07-15,00:00:00
12182,95486.0,2014-07-16 00:00:00,Howard,5.0,4.0,4.5,42.0188,-87.6663,2014-07-16,00:00:00
12183,90880.0,2010-09-03 00:00:00,Foster,95.4,203.5,139.3,41.9785,-87.6515,2010-09-03,00:00:00
12185,101716.0,2007-08-30 00:00:00,Calumet,579.4,770.1,668.0,41.7142,-87.5299,2007-08-30,00:00:00
12186,113980.0,2016-08-24 09:28:00,12th Street,2.0,1.0,1.4,41.8638,-87.6083,2016-08-24,09:28:00
12188,102580.0,2009-06-08 00:00:00,Oakwood,18.5,21.6,20.0,41.8211,-87.5976,2009-06-08,00:00:00
12189,88937.0,2010-07-10 00:00:00,Oak Street,285.1,298.7,291.8,41.9032,-87.6235,2010-07-10,00:00:00
12190,89880.0,2010-08-24 00:00:00,North Avenue,17.3,5.2,9.5,41.9148,-87.6273,2010-08-24,00:00:00
12192,91889.0,2009-08-17 00:00:00,Lane,365.4,727.0,515.4,41.9877,-87.6545,2009-08-17,00:00:00
12194,96569.0,2011-07-15 00:00:00,Juneway,5.2,30.9,12.7,42.0224,-87.6674,2011-07-15,00:00:00
12195,102416.0,2008-07-11 00:00:00,South Shore,344.8,816.4,530.6,41.7689,-87.5636,2008-07-11,00:00:00
12196,103778.0,2006-06-20 00:00:00,North Shore,31.8,44.3,37.5,42.0027,-87.6564,2006-06-20,00:00:00
12197,93484.0,2014-08-26 00:00:00,Leone,15.0,10.0,12.2,42.0131,-87.6635,2014-08-26,00:00:00
12198,88159.0,2010-06-01 00:00:00,Oakwood,159.7,14.6,48.3,41.8211,-87.5976,2010-06-01,00:00:00
12199,101033.0,2007-08-20 00:00:00,North Shore,387.3,378.3,382.8,42.0027,-87.6564,2007-08-20,00:00:00
12200,96947.0,2011-08-22 00:00:00,Rogers,10.8,7.5,9.0,42.0213,-87.6666,2011-08-22,00:00:00
12201,100587.0,2008-07-31 00:00:00,57th Street,6.3,7.4,6.8,41.7911,-87.5797,2008-07-31,00:00:00
12202,100487.0,2008-07-21 00:00:00,North Shore,5.2,10.8,7.5,42.0027,-87.6564,2008-07-21,00:00:00
12204,105533.0,2013-06-28 00:00:00,Montrose,206.0,365.0,274.2,41.9655,-87.6385,2013-06-28,00:00:00
12205,100626.0,2007-08-13 00:00:00,Rainbow,275.5,365.4,317.3,41.758,-87.551,2007-08-13,00:00:00
12206,101630.0,2009-06-16 00:00:00,South Shore,686.7,29.5,142.3,41.7689,-87.5636,2009-06-16,00:00:00
12208,94535.0,2015-08-04 00:00:00,Howard,5.0,5.0,5.0,42.0188,-87.6663,2015-08-04,00:00:00
12209,107803.0,2014-07-24 00:00:00,Oakwood,26.0,43.0,33.4,41.8211,-87.5976,2014-07-24,00:00:00
12210,102390.0,2008-07-09 00:00:00,Rogers,29.9,12.2,19.1,42.0213,-87.6666,2008-07-09,00:00:00
12211,96810.0,2011-07-26 00:00:00,Rogers,16.9,7.4,11.2,42.0213,-87.6666,2011-07-26,00:00:00
12212,108281.0,2014-05-24 00:00:00,57th Street,7.0,10.0,8.4,41.7911,-87.5797,2014-05-24,00:00:00
12213,96115.0,2011-08-05 00:00:00,12th Street,579.4,298.7,416.0,41.8638,-87.6083,2011-08-05,00:00:00
12214,91724.0,2009-07-06 00:00:00,North Shore,2.0,3.1,2.5,42.0027,-87.6564,2009-07-06,00:00:00
12215,110636.0,2012-07-31 00:00:00,Rainbow,101.4,143.9,120.8,41.758,-87.551,2012-07-31,00:00:00
12218,102128.0,2008-08-18 00:00:00,North Shore,1.0,2.0,1.4,42.0027,-87.6564,2008-08-18,00:00:00
12220,109618.0,2015-06-22 00:00:00,12th Street,36.0,23.0,28.8,41.8638,-87.6083,2015-06-22,00:00:00
12221,113578.0,2016-07-29 08:00:00,Oak Street,94.0,98.0,96.0,41.9032,-87.6235,2016-07-29,08:00:00
12222,91592.0,2009-06-30 00:00:00,Juneway,51.2,48.1,49.6,42.0224,-87.6674,2009-06-30,00:00:00
12223,106067.0,2013-07-22 00:00:00,63rd Street,110.0,18.0,44.5,41.7827,-87.5748,2013-07-22,00:00:00
12224,91010.0,2009-07-15 00:00:00,Foster,2.0,8.5,4.1,41.9785,-87.6515,2009-07-15,00:00:00
12225,93101.0,2015-07-06 00:00:00,57th Street,8.0,35.0,16.7,41.7911,-87.5797,2015-07-06,00:00:00
12226,87597.0,2010-06-21 00:00:00,South Shore,248.1,83.3,143.8,41.7689,-87.5636,2010-06-21,00:00:00
12230,97008.0,2011-08-25 00:00:00,Osterman,71.7,410.6,171.6,41.9877,-87.6545,2011-08-25,00:00:00
12231,112027.0,2011-09-02 00:00:00,Oakwood,26.9,27.5,27.2,41.8211,-87.5976,2011-09-02,00:00:00
12232,113073.0,2016-06-24 09:25:00,Howard,62.0,50.0,55.7,42.0188,-87.6663,2016-06-24,09:25:00
12233,99115.0,2007-08-07 00:00:00,63rd Street,727.0,275.5,447.5,41.7827,-87.5748,2007-08-07,00:00:00
12234,99276.0,2007-07-10 00:00:00,Howard,260.3,183.5,218.6,42.0188,-87.6663,2007-07-10,00:00:00
12236,114132.0,2016-09-08 10:00:00,Humboldt,1.0,1.0,1.0,41.90643,-87.703717,2016-09-08,10:00:00
12237,93379.0,2014-08-22 00:00:00,Calumet,93.0,190.0,132.9,41.7142,-87.5299,2014-08-22,00:00:00
12238,111937.0,2012-08-28 00:00:00,Juneway,24.1,15.8,19.5,42.0224,-87.6674,2012-08-28,00:00:00
12239,93236.0,2014-08-20 00:00:00,Foster,61.0,59.0,60.0,41.9785,-87.6515,2014-08-20,00:00:00
12240,102329.0,2008-07-07 00:00:00,63rd Street,23.8,14.4,18.5,41.7827,-87.5748,2008-07-07,00:00:00
12242,113005.0,2016-06-21 10:00:00,Foster,4.0,2.0,2.8,41.9785,-87.6515,2016-06-21,10:00:00
12243,102846.0,2006-07-24 00:00:00,Rogers,18.7,19.9,19.3,42.0213,-87.6666,2006-07-24,00:00:00
12246,112488.0,2013-07-19 00:00:00,Rainbow,10.0,31.0,17.6,41.758,-87.551,2013-07-19,00:00:00
12248,104630.0,2006-06-16 00:00:00,Juneway,16.0,16.9,16.4,42.0224,-87.6674,2006-06-16,00:00:00
12249,109445.0,2013-08-22 00:00:00,Foster,133.0,276.0,191.6,41.9785,-87.6515,2013-08-22,00:00:00
12252,110611.0,2012-07-30 00:00:00,Calumet,29.2,23.3,26.1,41.7142,-87.5299,2012-07-30,00:00:00
12253,102122.0,2008-08-18 00:00:00,North Avenue,6.3,9.7,7.8,41.9148,-87.6273,2008-08-18,00:00:00
12254,100834.0,2008-08-01 00:00:00,12th Street,125.9,124.6,125.2,41.8638,-87.6083,2008-08-01,00:00:00
12255,111731.0,2014-05-29 00:00:00,Calumet,61.0,53.0,56.9,41.7142,-87.5299,2014-05-29,00:00:00
12256,95126.0,2015-06-01 00:00:00,Howard,51.0,74.0,61.4,42.0188,-87.6663,2015-06-01,00:00:00
12259,88056.0,2010-05-27 00:00:00,South Shore,2419.6,2419.6,2419.6,41.7689,-87.5636,2010-05-27,00:00:00
12260,107693.0,2013-05-30 00:00:00,South Shore,82.0,14.0,33.9,41.7689,-87.5636,2013-05-30,00:00:00
12264,107874.0,2013-08-06 00:00:00,Ohio Street,12.0,1.0,3.5,41.8935,-87.6152,2013-08-06,00:00:00
12266,91458.0,2009-06-25 00:00:00,63rd Street,2419.6,2419.6,2419.6,41.7827,-87.5748,2009-06-25,00:00:00
12268,114086.0,2016-09-01 07:35:00,Calumet,285.0,214.0,247.0,41.7142,-87.5299,2016-09-01,07:35:00
12269,88999.0,2009-08-12 00:00:00,Montrose,23.3,25.6,24.4,41.9655,-87.6385,2009-08-12,00:00:00
12272,96517.0,2011-07-13 00:00:00,Montrose,88.0,12.1,32.6,41.9655,-87.6385,2011-07-13,00:00:00
12273,105294.0,2014-07-11 00:00:00,57th Street,7.0,5.0,5.9,41.7911,-87.5797,2014-07-11,00:00:00
12274,104063.0,2006-06-07 00:00:00,Juneway,248.9,425.2,325.3,42.0224,-87.6674,2006-06-07,00:00:00
12275,112860.0,2016-06-11 10:55:00,Rainbow,34.0,91.0,55.6,41.758,-87.551,2016-06-11,10:55:00
12276,94781.0,2015-08-12 00:00:00,North Avenue,66.0,78.0,71.7,41.9148,-87.6273,2015-08-12,00:00:00
12278,91745.0,2009-07-07 00:00:00,Lane,84.2,113.7,97.8,41.9877,-87.6545,2009-07-07,00:00:00
12281,89070.0,2010-06-07 00:00:00,North Avenue,13.5,13.4,13.4,41.9148,-87.6273,2010-06-07,00:00:00
12282,93641.0,2014-08-29 00:00:00,Oak Street,61.0,24.0,38.3,41.9032,-87.6235,2014-08-29,00:00:00
12283,105549.0,2013-06-29 00:00:00,12th Street,517.0,687.0,596.0,41.8638,-87.6083,2013-06-29,00:00:00
12284,103834.0,2006-08-30 00:00:00,North Shore,121.1,186.0,150.1,42.0027,-87.6564,2006-08-30,00:00:00
12285,104902.0,2006-08-08 00:00:00,Howard,93.3,88.2,90.7,42.0188,-87.6663,2006-08-08,00:00:00
12287,91487.0,2009-06-26 00:00:00,Ohio Street,82.0,195.6,126.6,41.8935,-87.6152,2009-06-26,00:00:00
12289,96482.0,2011-07-12 00:00:00,Calumet,39.3,18.5,27.0,41.7142,-87.5299,2011-07-12,00:00:00
12290,96932.0,2013-08-30 00:00:00,Rainbow,88.0,222.0,139.8,41.758,-87.551,2013-08-30,00:00:00
12291,104001.0,2007-07-06 00:00:00,Osterman,39.9,43.7,41.8,41.9877,-87.6545,2007-07-06,00:00:00
12292,93599.0,2014-08-27 00:00:00,North Avenue,64.0,51.0,57.1,41.9148,-87.6273,2014-08-27,00:00:00
12293,113950.0,2016-08-22 10:20:00,Juneway,1.0,1.0,1.0,42.0224,-87.6674,2016-08-22,10:20:00
12296,91204.0,2009-07-23 00:00:00,Juneway,12.1,12.0,12.0,42.0224,-87.6674,2009-07-23,00:00:00
12297,99107.0,2007-08-06 00:00:00,Loyola,4.1,10.9,6.7,42.0131,-87.6635,2007-08-06,00:00:00
12298,95616.0,2015-06-09 00:00:00,South Shore,12.0,20.0,15.5,41.7689,-87.5636,2015-06-09,00:00:00
12299,113466.0,2016-07-22 08:42:00,57th Street,1733.0,153.0,514.9,41.7911,-87.5797,2016-07-22,08:42:00
12300,113688.0,2016-08-05 11:15:00,Humboldt,308.0,308.0,308.0,41.90643,-87.703717,2016-08-05,11:15:00
12301,111289.0,2012-08-17 00:00:00,Montrose Dog,88.4,113.7,100.3,41.96869,-87.642617,2012-08-17,00:00:00
12303,110975.0,2014-06-20 00:00:00,Oakwood,115.0,4.0,21.4,41.8211,-87.5976,2014-06-20,00:00:00
12305,101169.0,2008-06-25 00:00:00,63rd Street,20.1,14.6,17.1,41.7827,-87.5748,2008-06-25,00:00:00
12306,113495.0,2016-07-25 11:35:00,North Avenue,4.0,6.0,4.9,41.9148,-87.6273,2016-07-25,11:35:00
12308,89159.0,2010-06-11 00:00:00,Juneway,18.5,21.6,20.0,42.0224,-87.6674,2010-06-11,00:00:00
12309,90173.0,2011-06-23 00:00:00,Howard,1.0,2.0,1.4,42.0188,-87.6663,2011-06-23,00:00:00
12310,96792.0,2011-07-26 00:00:00,South Shore,23.1,26.2,24.6,41.7689,-87.5636,2011-07-26,00:00:00
12311,108938.0,2013-05-23 00:00:00,Calumet,1120.0,1553.0,1318.8,41.7142,-87.5299,2013-05-23,00:00:00
12312,97449.0,2011-08-29 00:00:00,63rd Street,37.9,31.3,34.4,41.7827,-87.5748,2011-08-29,00:00:00
12313,103356.0,2006-08-25 00:00:00,Fargo,32.3,42.6,37.1,42.0161,-87.6647,2006-08-25,00:00:00
12314,92234.0,2009-09-01 00:00:00,Lane,24.3,33.6,28.6,41.9877,-87.6545,2009-09-01,00:00:00
12316,87762.0,2010-06-29 00:00:00,12th Street,151.5,114.5,131.7,41.8638,-87.6083,2010-06-29,00:00:00
12317,106087.0,2013-07-23 00:00:00,Calumet,20.0,35.0,26.5,41.7142,-87.5299,2013-07-23,00:00:00
12318,104937.0,2013-06-17 00:00:00,Howard,3.0,2.0,2.4,42.0188,-87.6663,2013-06-17,00:00:00
12319,102849.0,2006-07-25 00:00:00,Rainbow,248.1,161.6,200.2,41.758,-87.551,2006-07-25,00:00:00
12320,106226.0,2013-07-29 00:00:00,12th Street,29.0,54.0,39.6,41.8638,-87.6083,2013-07-29,00:00:00
12322,92691.0,2014-08-07 00:00:00,Ohio Street,13.0,55.0,26.7,41.8935,-87.6152,2014-08-07,00:00:00
12323,107838.0,2015-06-12 00:00:00,Calumet,727.0,547.5,630.9,41.7142,-87.5299,2015-06-12,00:00:00
12325,101390.0,2007-08-26 00:00:00,63rd Street,920.8,920.8,920.8,41.7827,-87.5748,2007-08-26,00:00:00
12326,97902.0,2006-07-07 00:00:00,Rainbow,2419.6,2419.6,2419.6,41.758,-87.551,2006-07-07,00:00:00
12327,111493.0,2012-06-11 00:00:00,Oakwood,14.8,33.1,22.1,41.8211,-87.5976,2012-06-11,00:00:00
12328,95143.0,2015-08-18 00:00:00,North Avenue,13.0,58.0,27.5,41.9148,-87.6273,2015-08-18,00:00:00
12331,101939.0,2009-06-05 00:00:00,63rd Street,13.2,13.2,13.2,41.7827,-87.5748,2009-06-05,00:00:00
12333,104299.0,2006-07-31 00:00:00,Calumet,6.3,18.7,10.9,41.7142,-87.5299,2006-07-31,00:00:00
12337,95598.0,2015-06-08 00:00:00,Oakwood,2.0,4.0,2.8,41.8211,-87.5976,2015-06-08,00:00:00
12338,110418.0,2014-07-07 00:00:00,Oakwood,3.0,2.0,2.4,41.8211,-87.5976,2014-07-07,00:00:00
12343,93471.0,2014-08-26 00:00:00,57th Street,19.0,25.0,21.8,41.7911,-87.5797,2014-08-26,00:00:00
12344,90157.0,2011-06-23 00:00:00,63rd Street,14.6,3.1,6.7,41.7827,-87.5748,2011-06-23,00:00:00
12345,95837.0,2015-07-29 00:00:00,Ohio Street,6.0,3.0,4.2,41.8935,-87.6152,2015-07-29,00:00:00
12346,101223.0,2008-08-08 00:00:00,Oak Street,36.4,41.0,38.6,41.9032,-87.6235,2008-08-08,00:00:00
12347,112868.0,2016-06-13 09:35:00,57th Street,1.0,6.0,2.4,41.7911,-87.5797,2016-06-13,09:35:00
12348,111068.0,2013-06-12 00:00:00,Leone,579.0,387.0,473.4,42.0131,-87.6635,2013-06-12,00:00:00
12349,105305.0,2014-07-11 00:00:00,Osterman,4.0,33.0,11.5,41.9877,-87.6545,2014-07-11,00:00:00
12351,113161.0,2016-07-01 06:30:00,Calumet,2420.0,500.0,1100.0,41.7142,-87.5299,2016-07-01,06:30:00
12352,106840.0,2012-06-26 00:00:00,Rogers,42.0,47.4,44.6,42.0213,-87.6666,2012-06-26,00:00:00
12353,100306.0,2008-06-12 00:00:00,South Shore,201.4,613.1,351.4,41.7689,-87.5636,2008-06-12,00:00:00
12354,92563.0,2009-05-28 00:00:00,Montrose,2.0,3.1,2.5,41.9655,-87.6385,2009-05-28,00:00:00
12355,106085.0,2013-07-22 00:00:00,Juneway,17.0,81.0,37.1,42.0224,-87.6674,2013-07-22,00:00:00
12356,89140.0,2010-06-11 00:00:00,Calumet,48.7,40.4,44.4,41.7142,-87.5299,2010-06-11,00:00:00
12357,89994.0,2010-08-30 00:00:00,57th Street,37.9,46.4,41.9,41.7911,-87.5797,2010-08-30,00:00:00
12358,109751.0,2011-08-17 00:00:00,Howard,3.1,4.1,3.6,42.0188,-87.6663,2011-08-17,00:00:00
12359,94870.0,2015-05-26 00:00:00,Oakwood,7.0,10.0,8.4,41.8211,-87.5976,2015-05-26,00:00:00
12361,92268.0,2009-09-03 00:00:00,South Shore,15.8,20.1,17.8,41.7689,-87.5636,2009-09-03,00:00:00
12362,87536.0,2010-06-18 00:00:00,Rainbow,2.0,3.1,2.5,41.758,-87.551,2010-06-18,00:00:00
12364,109415.0,2013-08-21 00:00:00,Ohio Street,4.0,13.0,7.2,41.8935,-87.6152,2013-08-21,00:00:00
12365,101240.0,2008-08-09 00:00:00,South Shore,47.1,66.3,55.9,41.7689,-87.5636,2008-08-09,00:00:00
12372,98675.0,2007-06-14 00:00:00,North Avenue,7.3,9.7,8.4,41.9148,-87.6273,2007-06-14,00:00:00
12373,113848.0,2016-08-16 11:05:00,Oak Street,43.0,43.0,43.0,41.9032,-87.6235,2016-08-16,11:05:00
12374,101509.0,2008-06-30 00:00:00,Montrose,88.6,93.4,91.0,41.9655,-87.6385,2008-06-30,00:00:00
12375,104896.0,2006-08-08 00:00:00,North Shore,78.9,52.0,64.1,42.0027,-87.6564,2006-08-08,00:00:00
12376,113617.0,2016-08-02 07:59:00,South Shore,8.0,17.0,11.7,41.7689,-87.5636,2016-08-02,07:59:00
12377,99692.0,2008-05-30 00:00:00,Howard,14.5,21.6,17.7,42.0188,-87.6663,2008-05-30,00:00:00
12380,99172.0,2007-08-09 00:00:00,Lane,65.7,53.0,59.0,41.9877,-87.6545,2007-08-09,00:00:00
12381,89722.0,2010-08-16 00:00:00,Foster,4.1,5.2,4.6,41.9785,-87.6515,2010-08-16,00:00:00
12382,113514.0,2016-07-26 09:05:00,12th Street,387.0,162.0,250.4,41.8638,-87.6083,2016-07-26,09:05:00
12384,87459.0,2010-06-14 00:00:00,57th Street,32.3,34.5,33.4,41.7911,-87.5797,2010-06-14,00:00:00
12386,91300.0,2009-07-28 00:00:00,63rd Street,2419.6,1046.2,1591.0,41.7827,-87.5748,2009-07-28,00:00:00
12387,94923.0,2015-08-13 00:00:00,Ohio Street,14.0,84.0,34.3,41.8935,-87.6152,2015-08-13,00:00:00
12388,90143.0,2011-06-22 00:00:00,North Avenue,34.1,17.3,24.3,41.9148,-87.6273,2011-06-22,00:00:00
12389,111077.0,2013-06-13 00:00:00,57th Street,107.0,93.0,99.8,41.7911,-87.5797,2013-06-13,00:00:00
12390,106672.0,2014-06-25 00:00:00,Calumet,84.0,82.0,83.0,41.7142,-87.5299,2014-06-25,00:00:00
12391,98037.0,2006-08-11 00:00:00,Loyola,50.4,90.6,67.6,42.0131,-87.6635,2006-08-11,00:00:00
12392,104086.0,2006-06-08 00:00:00,Rogers,1.0,1.0,1.0,42.0213,-87.6666,2006-06-08,00:00:00
12393,90197.0,2011-06-24 00:00:00,Juneway,6.3,6.3,6.3,42.0224,-87.6674,2011-06-24,00:00:00
12396,95274.0,2015-06-03 00:00:00,Foster,6.0,19.0,10.7,41.9785,-87.6515,2015-06-03,00:00:00
12397,108168.0,2015-06-16 00:00:00,North Avenue,70.0,74.0,72.0,41.9148,-87.6273,2015-06-16,00:00:00
12398,101696.0,2007-08-29 00:00:00,63rd Street,83.9,123.6,101.8,41.7827,-87.5748,2007-08-29,00:00:00
12399,96200.0,2011-08-09 00:00:00,57th Street,22.8,42.6,31.2,41.7911,-87.5797,2011-08-09,00:00:00
12400,107662.0,2013-05-28 00:00:00,Osterman,25.6,32.3,28.8,41.9877,-87.6545,2013-05-28,00:00:00
12401,96398.0,2011-07-08 00:00:00,57th Street,53.7,6.2,18.2,41.7911,-87.5797,2011-07-08,00:00:00
12403,92968.0,2014-08-13 00:00:00,Rogers,62.0,86.0,73.0,42.0213,-87.6666,2014-08-13,00:00:00
12404,88462.0,2010-07-26 00:00:00,Calumet,98.8,172.5,130.5,41.7142,-87.5299,2010-07-26,00:00:00
12405,93516.0,2015-07-14 00:00:00,North Avenue,19.0,19.0,19.0,41.9148,-87.6273,2015-07-14,00:00:00
