,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude,Sample Date,Sample Time
9477,5985.0,2018-05-26 12:45:00,Calumet,435.0,185.0,283.7,41.7142,-87.5299,2018-05-26,12:45:00
9480,7440.0,2018-07-01 00:00:00,Hartigan (Albion),36.0,148.0,73.0,42.0027,-87.6564,2018-07-01,00:00:00
9483,626.0,2016-06-04 12:17:00,Calumet,51.0,219.0,105.7,41.7142,-87.5299,2016-06-04,12:17:00
9485,10516.0,2019-05-31 12:47:00,12th Street,159.0,187.0,172.4,41.8638,-87.6083,2019-05-31,12:47:00
9487,2368.0,2017-05-30 00:00:00,57th Street,85.0,47.0,63.2,41.7911,-87.5797,2017-05-30,00:00:00
9494,10330.0,2019-05-25 12:45:00,Oak Street,19.0,46.0,29.6,41.9032,-87.6235,2019-05-25,12:45:00
9495,169.0,2015-07-16 00:00:00,63rd Street,96.5,73.5,84.0,41.7827,-87.5748,2015-07-16,00:00:00
9497,7907.0,2018-07-12 11:47:00,South Shore,1111.0,865.0,980.3,41.7689,-87.5636,2018-07-12,11:47:00
9501,8368.0,2018-07-23 00:00:00,12th Street,8.0,29.0,15.2,41.8638,-87.6083,2018-07-23,00:00:00
9508,6064.0,2018-05-31 11:51:00,Rainbow,147.0,349.0,226.5,41.758,-87.551,2018-05-31,11:51:00
9509,1687.0,2016-08-10 12:48:00,63rd Street,172.0,365.0,250.6,41.7827,-87.5748,2016-08-10,12:48:00
9513,7230.0,2018-06-26 00:00:00,Oakwood,8.0,16.0,11.3,41.8211,-87.5976,2018-06-26,00:00:00
9517,7085.0,2018-06-22 00:00:00,Rainbow,77327.0,1606.0,11143.9,41.758,-87.551,2018-06-22,00:00:00
9523,6449.0,2018-06-09 00:00:00,Oak Street,218.0,48.0,102.3,41.9032,-87.6235,2018-06-09,00:00:00
9524,4373.0,2017-07-22 00:00:00,Marion Mahony Griffin (Jarvis),136.0,273.0,192.7,42.0161,-87.6647,2017-07-22,00:00:00
9531,6548.0,2018-06-11 00:00:00,Howard,134.0,174.0,152.7,42.0188,-87.6663,2018-06-11,00:00:00
9540,10539.0,2019-05-31 12:46:00,57th Street,5.0,12.0,7.7,41.7911,-87.5797,2019-05-31,12:46:00
9541,6707.0,2018-06-15 00:00:00,57th Street,302.0,355.0,327.4,41.7911,-87.5797,2018-06-15,00:00:00
9544,8533.0,2018-07-26 11:30:00,Howard,168.0,354.0,243.9,42.0188,-87.6663,2018-07-26,11:30:00
9560,6105.0,2018-05-30 11:54:00,South Shore,4045.0,2761.0,3341.9,41.7689,-87.5636,2018-05-30,11:54:00
9561,4362.0,2017-07-22 00:00:00,Leone,213.0,200.0,206.4,42.0131,-87.6635,2017-07-22,00:00:00
9563,2095.0,2016-08-28 12:28:00,Ohio Street,23.0,64.0,38.4,41.8935,-87.6152,2016-08-28,12:28:00
9567,7078.0,2018-06-22 00:00:00,Leone,6621.0,489.0,1799.4,42.0131,-87.6635,2018-06-22,00:00:00
9570,5486.0,2017-08-24 00:00:00,Hartigan (Albion),315.0,107.0,183.6,42.0027,-87.6564,2017-08-24,00:00:00
9572,8985.0,2018-08-06 00:00:00,Calumet,45.0,45.0,45.0,41.7142,-87.5299,2018-08-06,00:00:00
9574,8996.0,2018-08-06 00:00:00,Hartigan (Albion),484.0,893.0,657.4,42.0027,-87.6564,2018-08-06,00:00:00
9578,4457.0,2017-07-27 00:00:00,Ohio Street,1090.0,126.0,370.6,41.8935,-87.6152,2017-07-27,00:00:00
9581,6546.0,2018-06-11 00:00:00,Montrose,69.0,66.0,67.5,41.9655,-87.6385,2018-06-11,00:00:00
9582,945.0,2016-06-24 11:43:00,North Avenue,7.0,4.0,5.3,41.9148,-87.6273,2016-06-24,11:43:00
9591,1365.0,2016-07-21 11:50:00,North Avenue,9.0,18.0,12.7,41.9148,-87.6273,2016-07-21,11:50:00
9594,3967.0,2017-07-11 00:00:00,Foster,250.0,257.0,253.5,41.9785,-87.6515,2017-07-11,00:00:00
9596,1031.0,2016-07-03 12:17:00,Montrose,484.0,858.0,644.4,41.9655,-87.6385,2016-07-03,12:17:00
9601,9372.0,2018-08-15 00:00:00,Ohio Street,58.0,11.0,25.3,41.8935,-87.6152,2018-08-15,00:00:00
9603,2972.0,2017-06-17 00:00:00,Osterman,225.0,144.0,180.0,41.9877,-87.6545,2017-06-17,00:00:00
9617,6688.0,2018-06-14 11:47:00,Ohio Street,2190.0,1224.0,1637.2,41.8935,-87.6152,2018-06-14,11:47:00
9635,9427.0,2018-08-16 00:00:00,57th Street,669.0,534.0,597.7,41.7911,-87.5797,2018-08-16,00:00:00
9637,5205.0,2017-08-16 00:00:00,Ohio Street,318.0,237.0,274.5,41.8935,-87.6152,2017-08-16,00:00:00
9648,8061.0,2018-07-15 00:00:00,Humboldt,30.0,12.0,19.0,41.90643,-87.703717,2018-07-15,00:00:00
9649,4798.0,2017-08-06 00:00:00,Oakwood,102.0,2196.0,473.3,41.8211,-87.5976,2017-08-06,00:00:00
9651,5193.0,2017-08-16 00:00:00,Osterman,131.0,218.0,169.0,41.9877,-87.6545,2017-08-16,00:00:00
9657,10251.0,2018-09-02 11:54:00,Foster,129.0,262.0,183.8,41.9785,-87.6515,2018-09-02,11:54:00
9664,6993.0,2018-06-21 00:00:00,Hartigan (Albion),162.0,36.0,76.4,42.0027,-87.6564,2018-06-21,00:00:00
9665,10269.0,2018-09-03 00:00:00,Oak Street,134.0,20.0,51.8,41.9032,-87.6235,2018-09-03,00:00:00
9669,3512.0,2017-06-29 00:00:00,12th Street,922.0,186.0,414.1,41.8638,-87.6083,2017-06-29,00:00:00
9676,3194.0,2017-06-23 00:00:00,Leone,451.0,292.0,362.9,42.0131,-87.6635,2017-06-23,00:00:00
9679,4250.0,2017-07-18 00:00:00,Osterman,382.0,312.0,345.2,41.9877,-87.6545,2017-07-18,00:00:00
9680,2461.0,2017-06-03 12:12:00,63rd Street,357.0,575.0,453.1,41.7827,-87.5748,2017-06-03,12:12:00
9681,9551.0,2018-08-18 00:00:00,Osterman,1015.0,690.0,836.9,41.9877,-87.6545,2018-08-18,00:00:00
9686,5371.0,2017-08-22 00:00:00,Howard,253.0,513.0,360.3,42.0188,-87.6663,2017-08-22,00:00:00
9688,1625.0,2016-08-06 12:41:00,Rainbow,93.0,52.0,69.5,41.758,-87.551,2016-08-06,12:41:00
9692,10207.0,2018-09-01 00:00:00,Oakwood,25.0,25.0,25.0,41.8211,-87.5976,2018-09-01,00:00:00
9693,2335.0,2017-05-28 00:00:00,Rogers,63.0,38.0,48.9,42.0213,-87.6666,2017-05-28,00:00:00
9700,8717.0,2018-07-31 11:12:00,Osterman,2714.0,1024.0,1667.1,41.9877,-87.6545,2018-07-31,11:12:00
9701,6251.0,2018-06-03 12:33:00,Margaret T Burroughs (31st),93.0,463.0,207.5,41.8393,-87.6072,2018-06-03,12:33:00
9702,4045.0,2017-07-13 00:00:00,Calumet,248.0,141.0,187.0,41.7142,-87.5299,2017-07-13,00:00:00
9703,8952.0,2018-08-04 00:00:00,Howard,227.0,548.0,352.7,42.0188,-87.6663,2018-08-04,00:00:00
9705,4982.0,2017-08-12 00:00:00,Rainbow,114.0,112.0,113.0,41.758,-87.551,2017-08-12,00:00:00
9708,705.0,2016-06-11 13:19:00,South Shore,202.0,51.0,101.5,41.7689,-87.5636,2016-06-11,13:19:00
9710,6765.0,2018-06-16 00:00:00,Calumet,2410.0,2803.0,2599.1,41.7142,-87.5299,2018-06-16,00:00:00
9712,6471.0,2018-06-10 00:00:00,Margaret T Burroughs (31st),67298.0,92288.0,78808.6,41.8393,-87.6072,2018-06-10,00:00:00
9713,3798.0,2017-07-09 00:00:00,12th Street,80.0,20.0,40.0,41.8638,-87.6083,2017-07-09,00:00:00
9719,4597.0,2017-07-31 00:00:00,Marion Mahony Griffin (Jarvis),78.0,14.0,33.0,42.0161,-87.6647,2017-07-31,00:00:00
9720,8091.0,2018-07-16 00:00:00,12th Street,523.0,799.0,646.4,41.8638,-87.6083,2018-07-16,00:00:00
9725,75.0,2015-05-26 00:00:00,Calumet,392.8,111.1,209.0,41.7142,-87.5299,2015-05-26,00:00:00
9730,2628.0,2017-06-06 12:07:00,12th Street,182.0,50.0,95.4,41.8638,-87.6083,2017-06-06,12:07:00
9733,180.0,2015-06-19 00:00:00,South Shore,84.4,278.8,153.0,41.7689,-87.5636,2015-06-19,00:00:00
9741,1442.0,2016-07-27 11:30:00,North Avenue,44.0,54.0,48.7,41.9148,-87.6273,2016-07-27,11:30:00
9745,9686.0,2018-08-22 12:08:00,South Shore,676.0,379.0,506.2,41.7689,-87.5636,2018-08-22,12:08:00
9749,6258.0,2018-06-03 12:33:00,Foster,458.0,399.0,427.5,41.9785,-87.6515,2018-06-03,12:33:00
9761,8353.0,2018-07-22 00:00:00,Rogers,792.0,925.0,855.9,42.0213,-87.6666,2018-07-22,00:00:00
9763,4363.0,2017-07-22 00:00:00,Howard,114.0,196.0,149.5,42.0188,-87.6663,2017-07-22,00:00:00
9765,2667.0,2017-06-07 00:00:00,Margaret T Burroughs (31st),260.0,40.0,102.0,41.8393,-87.6072,2017-06-07,00:00:00
9773,9531.0,2018-08-18 00:00:00,Foster,126.0,4159.0,723.9,41.9785,-87.6515,2018-08-18,00:00:00
9774,6585.0,2018-06-12 12:10:00,63rd Street,198.0,505.0,316.2,41.7827,-87.5748,2018-06-12,12:10:00
9776,3072.0,2017-06-21 00:00:00,Osterman,11.0,72.0,28.1,41.9877,-87.6545,2017-06-21,00:00:00
9778,1264.0,2016-07-15 11:45:00,63rd Street,182.0,743.0,367.7,41.7827,-87.5748,2016-07-15,11:45:00
9779,5101.0,2017-08-14 00:00:00,Montrose,25.0,51.0,35.7,41.9655,-87.6385,2017-08-14,00:00:00
9784,4843.0,2017-08-07 00:00:00,Leone,291.0,327.0,308.5,42.0131,-87.6635,2017-08-07,00:00:00
9786,7413.0,2018-06-30 12:03:00,Marion Mahony Griffin (Jarvis),152.0,104.0,125.7,42.0161,-87.6647,2018-06-30,12:03:00
9787,4151.0,2017-07-15 00:00:00,North Avenue,51.0,13.0,25.7,41.9148,-87.6273,2017-07-15,00:00:00
9797,8886.0,2018-08-03 00:00:00,South Shore,1504.0,1458.0,1480.8,41.7689,-87.5636,2018-08-03,00:00:00
9800,8254.0,2018-07-19 00:00:00,Rogers,349.0,271.0,307.5,42.0213,-87.6666,2018-07-19,00:00:00
9804,4248.0,2017-07-18 00:00:00,Humboldt,916.0,1166.0,1033.5,41.90643,-87.703717,2017-07-18,00:00:00
9805,2299.0,2017-05-27 00:00:00,Rainbow,86.0,63.0,73.6,41.758,-87.551,2017-05-27,00:00:00
9810,1825.0,2016-08-14 13:07:00,Calumet,791.0,914.0,850.3,41.7142,-87.5299,2016-08-14,13:07:00
9813,4234.0,2017-07-19 00:00:00,South Shore,126.0,1324.0,408.4,41.7689,-87.5636,2017-07-19,00:00:00
9814,672.0,2016-06-12 12:54:00,12th Street,334.0,1934.0,803.7,41.8638,-87.6083,2016-06-12,12:54:00
9817,10006.0,2018-08-28 00:00:00,Hartigan (Albion),864.0,959.0,910.3,42.0027,-87.6564,2018-08-28,00:00:00
9818,10067.0,2018-08-29 11:32:00,57th Street,5922.0,4465.0,5142.2,41.7911,-87.5797,2018-08-29,11:32:00
9820,6476.0,2018-06-10 00:00:00,North Avenue,416.0,439.0,427.3,41.9148,-87.6273,2018-06-10,00:00:00
9822,5025.0,2017-08-11 00:00:00,Margaret T Burroughs (31st),28.0,34.0,30.9,41.8393,-87.6072,2017-08-11,00:00:00
9826,8498.0,2018-07-25 12:26:00,Osterman,149.0,255.0,194.9,41.9877,-87.6545,2018-07-25,12:26:00
9829,5896.0,2017-09-04 00:00:00,Calumet,129.0,143.0,135.8,41.7142,-87.5299,2017-09-04,00:00:00
9831,8488.0,2018-07-25 12:26:00,57th Street,311.0,1450.0,671.5,41.7911,-87.5797,2018-07-25,12:26:00
9833,10543.0,2019-06-01 11:58:00,57th Street,35.0,26.0,30.2,41.7911,-87.5797,2019-06-01,11:58:00
9837,2971.0,2017-06-17 00:00:00,Montrose,335.0,87.0,170.7,41.9655,-87.6385,2017-06-17,00:00:00
9843,5983.0,2018-05-28 11:47:00,Hartigan (Albion),90.0,43.0,62.2,42.0027,-87.6564,2018-05-28,11:47:00
9861,2827.0,2017-06-12 00:00:00,South Shore,310.0,134.0,203.8,41.7689,-87.5636,2017-06-12,00:00:00
9862,2476.0,2017-06-02 00:00:00,Hartigan (Albion),127.0,236.0,173.1,42.0027,-87.6564,2017-06-02,00:00:00
9867,9787.0,2018-08-23 00:00:00,Hartigan (Albion),623.0,689.0,655.2,42.0027,-87.6564,2018-08-23,00:00:00
9869,6157.0,2018-06-01 00:00:00,57th Street,35.0,117.0,64.0,41.7911,-87.5797,2018-06-01,00:00:00
9873,8854.0,2018-08-02 00:00:00,Howard,328.0,231.0,275.3,42.0188,-87.6663,2018-08-02,00:00:00
9876,5265.0,2017-08-18 00:00:00,Foster,472.0,164.0,278.2,41.9785,-87.6515,2017-08-18,00:00:00
9878,1893.0,2016-08-18 12:57:00,12th Street,71.0,82.0,76.3,41.8638,-87.6083,2016-08-18,12:57:00
9880,7585.0,2018-07-04 00:00:00,Calumet,356.0,280.0,315.7,41.7142,-87.5299,2018-07-04,00:00:00
9881,1463.0,2016-07-27 11:31:00,South Shore,396.0,155.0,247.7,41.7689,-87.5636,2016-07-27,11:31:00
9882,9288.0,2018-08-13 00:00:00,63rd Street,296.0,320.0,307.8,41.7827,-87.5748,2018-08-13,00:00:00
9883,4285.0,2017-07-19 00:00:00,Rainbow,13.0,94.0,35.0,41.758,-87.551,2017-07-19,00:00:00
9886,10426.0,2019-05-27 11:42:00,63rd Street,462.0,373.0,415.1,41.7827,-87.5748,2019-05-27,11:42:00
9890,2481.0,2017-06-03 12:12:00,57th Street,247.0,839.0,455.2,41.7911,-87.5797,2017-06-03,12:12:00
9894,6530.0,2018-06-11 00:00:00,Marion Mahony Griffin (Jarvis),79.0,155.0,110.7,42.0161,-87.6647,2018-06-11,00:00:00
9896,3825.0,2017-07-07 00:00:00,Foster,257.0,628.0,401.7,41.9785,-87.6515,2017-07-07,00:00:00
9897,10430.0,2019-05-27 11:45:00,Montrose,112.0,123.0,117.4,41.9655,-87.6385,2019-05-27,11:45:00
9899,1446.0,2016-07-28 13:57:00,Calumet,43.0,84.0,60.1,41.7142,-87.5299,2016-07-28,13:57:00
9902,1402.0,2016-07-23 12:24:00,Montrose,115.0,93.0,103.4,41.9655,-87.6385,2016-07-23,12:24:00
9906,1089.0,2016-07-06 12:31:00,12th Street,34.0,17.0,24.0,41.8638,-87.6083,2016-07-06,12:31:00
9909,8373.0,2018-07-23 00:00:00,Howard,269.0,929.0,499.9,42.0188,-87.6663,2018-07-23,00:00:00
9910,8148.0,2018-07-17 11:31:00,Margaret T Burroughs (31st),26108.0,564.0,3837.3,41.8393,-87.6072,2018-07-17,11:31:00
9923,9407.0,2018-08-15 00:00:00,Montrose,717.0,408.0,540.9,41.9655,-87.6385,2018-08-15,00:00:00
9933,3331.0,2017-06-26 00:00:00,Hartigan (Albion),200.0,94.0,137.1,42.0027,-87.6564,2017-06-26,00:00:00
9934,9901.0,2018-08-26 00:00:00,Montrose,2171.0,1451.0,1774.9,41.9655,-87.6385,2018-08-26,00:00:00
9935,6586.0,2018-06-12 12:10:00,57th Street,17.0,361.0,78.3,41.7911,-87.5797,2018-06-12,12:10:00
9939,3111.0,2017-06-20 00:00:00,Marion Mahony Griffin (Jarvis),9.0,75.0,26.0,42.0161,-87.6647,2017-06-20,00:00:00
9944,6334.0,2018-06-05 11:43:00,Rogers,139.0,138.0,138.5,42.0213,-87.6666,2018-06-05,11:43:00
9945,4839.0,2017-08-07 00:00:00,Ohio Street,73.0,621.0,212.9,41.8935,-87.6152,2017-08-07,00:00:00
9948,7206.0,2018-06-25 11:48:00,Oakwood,54.0,42.0,47.6,41.8211,-87.5976,2018-06-25,11:48:00
9951,8293.0,2018-07-20 11:54:00,Marion Mahony Griffin (Jarvis),102.0,61.0,78.9,42.0161,-87.6647,2018-07-20,11:54:00
9957,4893.0,2017-08-08 00:00:00,Ohio Street,76.0,17.0,35.9,41.8935,-87.6152,2017-08-08,00:00:00
9966,2549.0,2017-06-05 12:10:00,Oak Street,10.0,77.0,27.7,41.9032,-87.6235,2017-06-05,12:10:00
9968,5247.0,2017-08-18 00:00:00,Oakwood,1244.0,1318.0,1280.5,41.8211,-87.5976,2017-08-18,00:00:00
9971,524.0,2016-05-26 00:00:00,South Shore,372.0,89.0,182.0,41.7689,-87.5636,2016-05-26,00:00:00
9975,4669.0,2017-08-03 00:00:00,Oakwood,121.0,4680.0,752.5,41.8211,-87.5976,2017-08-03,00:00:00
9988,6348.0,2018-06-06 11:37:00,Margaret T Burroughs (31st),10067.0,8932.0,9482.5,41.8393,-87.6072,2018-06-06,11:37:00
9994,2318.0,2017-05-27 00:00:00,Marion Mahony Griffin (Jarvis),35.0,102.0,59.7,42.0161,-87.6647,2017-05-27,00:00:00
9998,9706.0,2018-08-22 12:08:00,63rd Street,403.0,580.0,483.5,41.7827,-87.5748,2018-08-22,12:08:00
9999,4587.0,2017-07-30 00:00:00,Ohio Street,46.0,5577.0,506.5,41.8935,-87.6152,2017-07-30,00:00:00
10001,6469.0,2018-06-10 00:00:00,57th Street,135.0,150.0,142.3,41.7911,-87.5797,2018-06-10,00:00:00
10003,2505.0,2017-06-03 12:12:00,North Avenue,160.0,52.0,91.2,41.9148,-87.6273,2017-06-03,12:12:00
10007,9296.0,2018-08-13 00:00:00,Osterman,44.0,134.0,76.8,41.9877,-87.6545,2018-08-13,00:00:00
10011,7934.0,2018-07-12 11:47:00,Rogers,3129.0,493.0,1242.0,42.0213,-87.6666,2018-07-12,11:47:00
10013,8951.0,2018-08-04 00:00:00,Leone,220.0,169.0,192.8,42.0131,-87.6635,2018-08-04,00:00:00
10017,7105.0,2018-06-23 11:50:00,Calumet,1793.0,855.0,1238.1,41.7142,-87.5299,2018-06-23,11:50:00
10018,8525.0,2018-07-26 11:30:00,Rainbow,1748.0,1225.0,1463.3,41.758,-87.551,2018-07-26,11:30:00
10021,7889.0,2018-07-11 00:00:00,Oak Street,30.0,87.0,51.1,41.9032,-87.6235,2018-07-11,00:00:00
10022,5982.0,2018-05-28 11:47:00,Foster,148.0,19.0,53.0,41.9785,-87.6515,2018-05-28,11:47:00
10026,1091.0,2016-07-07 11:48:00,Montrose,11.0,20.0,14.8,41.9655,-87.6385,2016-07-07,11:48:00
10034,160.0,2015-08-27 00:00:00,Calumet,108.1,38.1,64.0,41.7142,-87.5299,2015-08-27,00:00:00
10037,6269.0,2018-06-04 12:03:00,Oakwood,330.0,604.0,446.5,41.8211,-87.5976,2018-06-04,12:03:00
10039,8720.0,2018-07-31 11:12:00,Howard,1000.0,1976.0,1405.7,42.0188,-87.6663,2018-07-31,11:12:00
10043,4745.0,2017-08-04 00:00:00,63rd Street,24.0,237.0,75.4,41.7827,-87.5748,2017-08-04,00:00:00
10055,5044.0,2017-08-13 00:00:00,Montrose,147.0,172.0,159.0,41.9655,-87.6385,2017-08-13,00:00:00
10058,3394.0,2017-06-27 00:00:00,Marion Mahony Griffin (Jarvis),390.0,356.0,372.6,42.0161,-87.6647,2017-06-27,00:00:00
10064,9826.0,2018-08-24 00:00:00,South Shore,245.0,184.0,212.3,41.7689,-87.5636,2018-08-24,00:00:00
10069,6669.0,2018-06-14 11:47:00,12th Street,23.0,35.0,28.4,41.8638,-87.6083,2018-06-14,11:47:00
10079,233.0,2015-06-19 00:00:00,Montrose,33.3,68.3,48.0,41.9655,-87.6385,2015-06-19,00:00:00
10089,1545.0,2016-07-30 12:59:00,Calumet,347.0,123.0,206.6,41.7142,-87.5299,2016-07-30,12:59:00
10092,8069.0,2018-07-15 00:00:00,Howard,137.0,93.0,112.9,42.0188,-87.6663,2018-07-15,00:00:00
10093,4195.0,2017-07-16 00:00:00,Rogers,582.0,3638.0,1455.1,42.0213,-87.6666,2017-07-16,00:00:00
10097,2833.0,2017-06-12 00:00:00,Ohio Street,184.0,32.0,76.7,41.8935,-87.6152,2017-06-12,00:00:00
10098,51.0,2015-07-29 00:00:00,Rainbow,538.4,479.9,508.0,41.758,-87.551,2015-07-29,00:00:00
10102,5891.0,2017-09-03 00:00:00,Hartigan (Albion),220.0,154.0,184.1,42.0027,-87.6564,2017-09-03,00:00:00
10104,9606.0,2018-08-20 00:00:00,57th Street,145.0,59.0,92.5,41.7911,-87.5797,2018-08-20,00:00:00
10106,3765.0,2017-07-06 00:00:00,Margaret T Burroughs (31st),75.0,23.0,41.5,41.8393,-87.6072,2017-07-06,00:00:00
10109,5826.0,2017-09-01 00:00:00,57th Street,852.0,372.0,563.0,41.7911,-87.5797,2017-09-01,00:00:00
10110,2371.0,2017-05-30 00:00:00,Humboldt,4840.0,4306.0,4565.2,41.90643,-87.703717,2017-05-30,00:00:00
10112,10464.0,2019-05-29 11:44:00,63rd Street,1331.0,1842.0,1565.8,41.7827,-87.5748,2019-05-29,11:44:00
10121,8309.0,2018-07-20 11:54:00,Osterman,98.0,53.0,72.1,41.9877,-87.6545,2018-07-20,11:54:00
10126,2939.0,2017-06-15 00:00:00,Oak Street,13.0,75.0,31.2,41.9032,-87.6235,2017-06-15,00:00:00
10130,8912.0,2018-08-03 00:00:00,Foster,30.0,136.0,63.9,41.9785,-87.6515,2018-08-03,00:00:00
10137,5472.0,2017-08-24 00:00:00,North Avenue,58.0,138.0,89.5,41.9148,-87.6273,2017-08-24,00:00:00
10138,1404.0,2016-07-23 12:25:00,South Shore,59.0,5.0,17.2,41.7689,-87.5636,2016-07-23,12:25:00
10142,6445.0,2018-06-09 00:00:00,Rainbow,33.0,116.0,61.9,41.758,-87.551,2018-06-09,00:00:00
10143,8786.0,2018-08-01 00:00:00,Hartigan (Albion),211.0,29.0,78.2,42.0027,-87.6564,2018-08-01,00:00:00
10144,8062.0,2018-07-15 00:00:00,North Avenue,44.0,42.0,43.0,41.9148,-87.6273,2018-07-15,00:00:00
10148,4385.0,2017-07-23 00:00:00,Humboldt,2706.0,2268.0,2477.3,41.90643,-87.703717,2017-07-23,00:00:00
10150,9846.0,2018-08-24 00:00:00,57th Street,159.0,234.0,192.9,41.7911,-87.5797,2018-08-24,00:00:00
10158,10066.0,2018-08-29 11:32:00,63rd Street,6974.0,9457.0,8121.2,41.7827,-87.5748,2018-08-29,11:32:00
10161,6155.0,2018-06-01 00:00:00,Rainbow,3641.0,189.0,829.5,41.758,-87.551,2018-06-01,00:00:00
10165,6452.0,2018-06-09 00:00:00,Hartigan (Albion),78.0,11.0,29.3,42.0027,-87.6564,2018-06-09,00:00:00
10172,2626.0,2017-06-06 12:07:00,South Shore,39.0,195.0,87.2,41.7689,-87.5636,2017-06-06,12:07:00
10174,1508.0,2016-07-29 12:47:00,63rd Street,270.0,208.0,237.0,41.7827,-87.5748,2016-07-29,12:47:00
10179,164.0,2015-06-10 00:00:00,Montrose,105.2,101.4,103.0,41.9655,-87.6385,2015-06-10,00:00:00
10181,9238.0,2018-08-12 00:00:00,Humboldt,11.0,4.0,6.6,41.90643,-87.703717,2018-08-12,00:00:00
10186,3190.0,2017-06-23 00:00:00,Montrose,1158.0,1661.0,1386.9,41.9655,-87.6385,2017-06-23,00:00:00
10189,5474.0,2017-08-25 00:00:00,Margaret T Burroughs (31st),73.0,203.0,121.7,41.8393,-87.6072,2017-08-25,00:00:00
10191,1828.0,2016-08-14 13:09:00,63rd Street,117.0,141.0,128.4,41.7827,-87.5748,2016-08-14,13:09:00
10193,4089.0,2017-07-13 00:00:00,Howard,192.0,1705.0,572.2,42.0188,-87.6663,2017-07-13,00:00:00
10194,5654.0,2017-08-29 00:00:00,Rogers,518.0,214.0,332.9,42.0213,-87.6666,2017-08-29,00:00:00
10196,5568.0,2017-08-27 00:00:00,Margaret T Burroughs (31st),87.0,324.0,167.9,41.8393,-87.6072,2017-08-27,00:00:00
10200,3594.0,2017-07-01 00:00:00,Oak Street,95.0,25.0,48.7,41.9032,-87.6235,2017-07-01,00:00:00
10202,124.0,2015-07-16 00:00:00,Rainbow,185.7,565.7,324.0,41.758,-87.551,2015-07-16,00:00:00
10213,2509.0,2017-06-03 12:12:00,Rogers,3.0,15.0,6.7,42.0213,-87.6666,2017-06-03,12:12:00
10215,5909.0,2017-09-04 00:00:00,Oak Street,24.0,141.0,58.2,41.9032,-87.6235,2017-09-04,00:00:00
10216,2365.0,2017-05-29 12:17:00,Howard,54.0,37.0,44.7,42.0188,-87.6663,2017-05-29,12:17:00
10218,7009.0,2018-06-21 00:00:00,Oak Street,218.0,93.0,142.4,41.9032,-87.6235,2018-06-21,00:00:00
10224,7670.0,2018-07-06 12:29:00,Foster,450.0,804.0,601.5,41.9785,-87.6515,2018-07-06,12:29:00
10230,5827.0,2017-09-01 00:00:00,12th Street,821.0,549.0,671.4,41.8638,-87.6083,2017-09-01,00:00:00
10235,10291.0,2019-05-24 07:11:00,Montrose,30.0,56.0,41.0,41.9655,-87.6385,2019-05-24,07:11:00
10236,4367.0,2017-07-22 00:00:00,57th Street,24.0,1990.0,218.5,41.7911,-87.5797,2017-07-22,00:00:00
10239,9469.0,2018-08-17 00:00:00,Humboldt,139.0,69.0,97.9,41.90643,-87.703717,2018-08-17,00:00:00
10243,5429.0,2017-08-23 00:00:00,Ohio Street,130.0,76.0,99.4,41.8935,-87.6152,2017-08-23,00:00:00
10247,6790.0,2018-06-16 00:00:00,North Avenue,226.0,93.0,145.0,41.9148,-87.6273,2018-06-16,00:00:00
10258,6850.0,2018-06-18 00:00:00,Margaret T Burroughs (31st),14.0,62.0,29.5,41.8393,-87.6072,2018-06-18,00:00:00
10282,7927.0,2018-07-12 11:47:00,Oakwood,178.0,68.0,110.0,41.8211,-87.5976,2018-07-12,11:47:00
10284,4352.0,2017-07-21 00:00:00,Leone,130.0,78.0,100.7,42.0131,-87.6635,2017-07-21,00:00:00
10290,9168.0,2018-08-09 00:00:00,12th Street,77.0,7.0,23.2,41.8638,-87.6083,2018-08-09,00:00:00
10291,4655.0,2017-08-01 00:00:00,Humboldt,6981.0,7068.0,7024.4,41.90643,-87.703717,2017-08-01,00:00:00
10296,3568.0,2017-06-30 00:00:00,Osterman,5.0,12.0,7.7,41.9877,-87.6545,2017-06-30,00:00:00
10301,10519.0,2019-05-31 12:49:00,Montrose,105.0,24.0,50.2,41.9655,-87.6385,2019-05-31,12:49:00
10303,10405.0,2019-05-27 11:41:00,Calumet,1187.0,691.0,905.7,41.7142,-87.5299,2019-05-27,11:41:00
10304,4720.0,2017-08-03 00:00:00,Marion Mahony Griffin (Jarvis),1771.0,709.0,1120.6,42.0161,-87.6647,2017-08-03,00:00:00
10308,2416.0,2017-05-31 00:00:00,Oak Street,39.0,40.0,39.5,41.9032,-87.6235,2017-05-31,00:00:00
10310,3751.0,2017-07-06 00:00:00,12th Street,72.0,127.0,95.6,41.8638,-87.6083,2017-07-06,00:00:00
10313,6885.0,2018-06-19 00:00:00,Rainbow,1840.0,1775.0,1807.2,41.758,-87.551,2018-06-19,00:00:00
10314,4450.0,2017-07-25 00:00:00,Osterman,213.0,418.0,298.4,41.9877,-87.6545,2017-07-25,00:00:00
10316,7785.0,2018-07-09 00:00:00,57th Street,951.0,1071.0,1009.2,41.7911,-87.5797,2018-07-09,00:00:00
10318,3746.0,2017-07-06 00:00:00,Rainbow,384.0,435.0,408.7,41.758,-87.551,2017-07-06,00:00:00
10321,1993.0,2016-08-21 12:45:00,South Shore,16.0,83.0,36.4,41.7689,-87.5636,2016-08-21,12:45:00
